beta: 0.50 por mes, gamma: 1/9 por mes, mu: 1.0e-5 por mes
# columna 1: tiempo
# columna 2: personas sanas (S)
# columna 3: personas Infectadas (I)
# columna 4: personas Recuperadas (R)
0.000	1.446093000e+06	1.885000000e+03	1.423000000e+03
0.017	1.470238399e+06	1.900872625e+03	1.422999763e+03
0.033	1.494383393e+06	1.917145084e+03	1.422999526e+03
0.050	1.518527976e+06	1.933825333e+03	1.422999288e+03
0.067	1.542672139e+06	1.950921568e+03	1.422999051e+03
0.083	1.566815874e+06	1.968442231e+03	1.422998814e+03
0.100	1.590959171e+06	1.986396017e+03	1.422998577e+03
0.117	1.615102022e+06	2.004791878e+03	1.422998340e+03
0.133	1.639244418e+06	2.023639035e+03	1.422998102e+03
0.150	1.663386350e+06	2.042946985e+03	1.422997865e+03
0.167	1.687527806e+06	2.062725506e+03	1.422997628e+03
0.183	1.711668778e+06	2.082984665e+03	1.422997391e+03
0.200	1.735809255e+06	2.103734831e+03	1.422997153e+03
0.217	1.759949226e+06	2.124986680e+03	1.422996916e+03
0.233	1.784088680e+06	2.146751203e+03	1.422996679e+03
0.250	1.808227607e+06	2.169039719e+03	1.422996442e+03
0.267	1.832365993e+06	2.191863883e+03	1.422996205e+03
0.283	1.856503828e+06	2.215235694e+03	1.422995967e+03
0.300	1.880641099e+06	2.239167508e+03	1.422995730e+03
0.317	1.904777794e+06	2.263672047e+03	1.422995493e+03
0.333	1.928913898e+06	2.288762413e+03	1.422995256e+03
0.350	1.953049399e+06	2.314452094e+03	1.422995019e+03
0.367	1.977184283e+06	2.340754981e+03	1.422994781e+03
0.383	2.001318535e+06	2.367685377e+03	1.422994544e+03
0.400	2.025452141e+06	2.395258013e+03	1.422994307e+03
0.417	2.049585086e+06	2.423488056e+03	1.422994070e+03
0.433	2.073717353e+06	2.452391128e+03	1.422993832e+03
0.450	2.097848927e+06	2.481983316e+03	1.422993595e+03
0.467	2.121979792e+06	2.512281188e+03	1.422993358e+03
0.483	2.146109930e+06	2.543301810e+03	1.422993121e+03
0.500	2.170239324e+06	2.575062758e+03	1.422992884e+03
0.517	2.194367955e+06	2.607582136e+03	1.422992646e+03
0.533	2.218495805e+06	2.640878592e+03	1.422992409e+03
0.550	2.242622854e+06	2.674971336e+03	1.422992172e+03
0.567	2.266749084e+06	2.709880157e+03	1.422991935e+03
0.583	2.290874473e+06	2.745625444e+03	1.422991698e+03
0.600	2.314999000e+06	2.782228201e+03	1.422991460e+03
0.617	2.339122645e+06	2.819710069e+03	1.422991223e+03
0.633	2.363245384e+06	2.858093348e+03	1.422990986e+03
