beta: 0.50 por mes, gamma: 0.50 por mes, mu: 1.167e-3 por mes
# columna 1: tiempo
# columna 2: personas sanas (S)
# columna 3: personas Infectadas (I)
# columna 4: personas Recuperadas (R)
0.000	1.446093000e+06	1.885000000e+03	1.423000000e+03
0.017	1.470210342e+06	1.885058188e+03	1.438683700e+03
0.033	1.494326951e+06	1.885377840e+03	1.454368670e+03
0.050	1.518442826e+06	1.885959080e+03	1.470057090e+03
0.067	1.542557964e+06	1.886802143e+03	1.485751139e+03
0.083	1.566672362e+06	1.887907371e+03	1.501453002e+03
0.100	1.590786019e+06	1.889275217e+03	1.517164866e+03
0.117	1.614898930e+06	1.890906242e+03	1.532888922e+03
0.133	1.639011094e+06	1.892801118e+03	1.548627365e+03
0.150	1.663122508e+06	1.894960627e+03	1.564382398e+03
0.167	1.687233167e+06	1.897385662e+03	1.580156230e+03
0.183	1.711343070e+06	1.900077228e+03	1.595951077e+03
0.200	1.735452212e+06	1.903036441e+03	1.611769165e+03
0.217	1.759560591e+06	1.906264531e+03	1.627612731e+03
0.233	1.783668202e+06	1.909762841e+03	1.643484019e+03
0.250	1.807775042e+06	1.913532831e+03	1.659385288e+03
0.267	1.831881108e+06	1.917576073e+03	1.675318807e+03
0.283	1.855986395e+06	1.921894260e+03	1.691286862e+03
0.300	1.880090898e+06	1.926489200e+03	1.707291749e+03
0.317	1.904194615e+06	1.931362822e+03	1.723335784e+03
0.333	1.928297540e+06	1.936517175e+03	1.739421296e+03
0.350	1.952399669e+06	1.941954430e+03	1.755550634e+03
0.367	1.976500997e+06	1.947676882e+03	1.771726164e+03
0.383	2.000601520e+06	1.953686951e+03	1.787950272e+03
0.400	2.024701233e+06	1.959987184e+03	1.804225366e+03
0.417	2.048800130e+06	1.966580258e+03	1.820553873e+03
0.433	2.072898206e+06	1.973468977e+03	1.836938246e+03
0.450	2.096995456e+06	1.980656282e+03	1.853380959e+03
0.467	2.121091874e+06	1.988145246e+03	1.869884513e+03
0.483	2.145187455e+06	1.995939080e+03	1.886451434e+03
0.500	2.169282192e+06	2.004041133e+03	1.903084276e+03
0.517	2.193376080e+06	2.012454897e+03	1.919785620e+03
0.533	2.217469112e+06	2.021184007e+03	1.936558080e+03
0.550	2.241561283e+06	2.030232245e+03	1.953404297e+03
0.567	2.265652584e+06	2.039603544e+03	1.970326946e+03
0.583	2.289743010e+06	2.049301986e+03	1.987328735e+03
0.600	2.313832554e+06	2.059331810e+03	2.004412407e+03
0.617	2.337921208e+06	2.069697415e+03	2.021580741e+03
0.633	2.362008965e+06	2.080403358e+03	2.038836553e+03
0.650	2.386095818e+06	2.091454363e+03	2.056182697e+03
0.667	2.410181758e+06	2.102855322e+03	2.073622067e+03
0.683	2.434266778e+06	2.114611298e+03	2.091157601e+03
0.700	2.458350869e+06	2.126727532e+03	2.108792276e+03
0.717	2.482434024e+06	2.139209441e+03	2.126529116e+03
0.733	2.506516233e+06	2.152062629e+03	2.144371189e+03
0.750	2.530597487e+06	2.165292884e+03	2.162321614e+03
0.767	2.554677778e+06	2.178906190e+03	2.180383554e+03
0.783	2.578757095e+06	2.192908724e+03	2.198560227e+03
0.800	2.602835430e+06	2.207306867e+03	2.216854900e+03
0.817	2.626912773e+06	2.222107203e+03	2.235270896e+03
0.833	2.650989113e+06	2.237316530e+03	2.253811593e+03
0.850	2.675064439e+06	2.252941860e+03	2.272480427e+03
0.867	2.699138742e+06	2.268990427e+03	2.291280892e+03
0.884	2.723212010e+06	2.285469693e+03	2.310216544e+03
0.900	2.747284231e+06	2.302387351e+03	2.329291003e+03
0.917	2.771355395e+06	2.319751334e+03	2.348507953e+03
0.934	2.795425489e+06	2.337569821e+03	2.367871144e+03
0.950	2.819494501e+06	2.355851238e+03	2.387384398e+03
0.967	2.843562419e+06	2.374604274e+03	2.407051606e+03
0.984	2.867629229e+06	2.393837879e+03	2.426876733e+03
1.000	2.891694918e+06	2.413561276e+03	2.446863819e+03
1.017	2.915759473e+06	2.433783967e+03	2.467016983e+03
1.034	2.939822880e+06	2.454515741e+03	2.487340425e+03
1.050	2.963885124e+06	2.475766680e+03	2.507838425e+03
1.067	2.987946191e+06	2.497547170e+03	2.528515351e+03
1.084	3.012006065e+06	2.519867907e+03	2.549375657e+03
1.100	3.036064731e+06	2.542739905e+03	2.570423889e+03
1.117	3.060122173e+06	2.566174510e+03	2.591664684e+03
1.134	3.084178375e+06	2.590183401e+03	2.613102776e+03
1.150	3.108233319e+06	2.614778609e+03	2.634742999e+03
1.167	3.132286989e+06	2.639972518e+03	2.656590285e+03
1.184	3.156339366e+06	2.665777882e+03	2.678649676e+03
1.200	3.180390433e+06	2.692207832e+03	2.700926316e+03
1.217	3.204440170e+06	2.719275887e+03	2.723425465e+03
1.234	3.228488558e+06	2.746995968e+03	2.746152493e+03
