beta: 0.5 por mes, gamma: 1/9 por mes, mu: 1.167e-3 por mes
# columna 1: tiempo
# columna 2: personas sanas (S)
# columna 3: personas Infectadas (I)
# columna 4: personas Recuperadas (R)
0.000	1.446093000e+06	1.885000000e+03	1.423000000e+03
0.017	1.470210290e+06	1.897318649e+03	1.426474728e+03
0.033	1.494326742e+06	1.909982675e+03	1.429972521e+03
0.050	1.518442350e+06	1.922997898e+03	1.433494024e+03
0.067	1.542557107e+06	1.936370324e+03	1.437039894e+03
0.083	1.566671006e+06	1.950106149e+03	1.440610795e+03
0.100	1.590784039e+06	1.964211766e+03	1.444207408e+03
0.117	1.614896201e+06	1.978693765e+03	1.447830422e+03
0.133	1.639007483e+06	1.993558943e+03	1.451480541e+03
0.150	1.663117878e+06	2.008814306e+03	1.455158479e+03
0.167	1.687227377e+06	2.024467077e+03	1.458864966e+03
0.183	1.711335973e+06	2.040524699e+03	1.462600743e+03
0.200	1.735443656e+06	2.056994844e+03	1.466366568e+03
0.217	1.759550419e+06	2.073885415e+03	1.470163211e+03
0.233	1.783656253e+06	2.091204557e+03	1.473991457e+03
0.250	1.807761148e+06	2.108960659e+03	1.477852107e+03
0.267	1.831865094e+06	2.127162364e+03	1.481745978e+03
0.283	1.855968083e+06	2.145818574e+03	1.485673903e+03
0.300	1.880070104e+06	2.164938458e+03	1.489636731e+03
0.317	1.904171147e+06	2.184531461e+03	1.493635328e+03
0.333	1.928271201e+06	2.204607307e+03	1.497670581e+03
0.350	1.952370255e+06	2.225176012e+03	1.501743390e+03
0.367	1.976468298e+06	2.246247888e+03	1.505854678e+03
0.383	2.000565318e+06	2.267833557e+03	1.510005386e+03
0.400	2.024661305e+06	2.289943954e+03	1.514196474e+03
0.417	2.048756244e+06	2.312590339e+03	1.518428924e+03
0.433	2.072850125e+06	2.335784305e+03	1.522703739e+03
0.450	2.096942933e+06	2.359537791e+03	1.527021942e+03
0.467	2.121034656e+06	2.383863087e+03	1.531384581e+03
