beta: 0.50 por mes, gamma: 1/9 por mes, mu: 0.1 por mes
# columna 1: tiempo
# columna 2: personas sanas (S)
# columna 3: personas Infectadas (I)
# columna 4: personas Recuperadas (R)
0.000	1.446093000e+06	1.885000000e+03	1.423000000e+03
0.017	1.467809925e+06	1.897693608e+03	1.420629835e+03
0.033	1.489490333e+06	1.910711102e+03	1.418263618e+03
0.050	1.511134279e+06	1.924057559e+03	1.415901342e+03
0.067	1.532741819e+06	1.937738208e+03	1.413543001e+03
0.083	1.554313006e+06	1.951758432e+03	1.411188587e+03
0.100	1.575847896e+06	1.966123772e+03	1.408838096e+03
0.117	1.597346542e+06	1.980839928e+03	1.406491519e+03
0.133	1.618808999e+06	1.995912767e+03	1.404148851e+03
0.150	1.640235319e+06	2.011348323e+03	1.401810085e+03
0.167	1.661625557e+06	2.027152801e+03	1.399475214e+03
0.183	1.682979766e+06	2.043332584e+03	1.397144232e+03
0.200	1.704297998e+06	2.059894234e+03	1.394817133e+03
0.217	1.725580306e+06	2.076844497e+03	1.392493910e+03
0.233	1.746826742e+06	2.094190310e+03	1.390174556e+03
0.250	1.768037358e+06	2.111938800e+03	1.387859066e+03
0.267	1.789212206e+06	2.130097293e+03	1.385547432e+03
0.283	1.810351338e+06	2.148673320e+03	1.383239648e+03
0.300	1.831454803e+06	2.167674615e+03	1.380935709e+03
0.317	1.852522653e+06	2.187109129e+03	1.378635606e+03
0.333	1.873554939e+06	2.206985028e+03	1.376339335e+03
0.350	1.894551710e+06	2.227310702e+03	1.374046889e+03
0.367	1.915513017e+06	2.248094770e+03	1.371758261e+03
0.383	1.936438908e+06	2.269346086e+03	1.369473445e+03
0.400	1.957329433e+06	2.291073743e+03	1.367192434e+03
0.417	1.978184641e+06	2.313287084e+03	1.364915223e+03
0.433	1.999004580e+06	2.335995701e+03	1.362641805e+03
0.450	2.019789298e+06	2.359209447e+03	1.360372173e+03
0.467	2.040538843e+06	2.382938442e+03	1.358106322e+03
0.483	2.061253262e+06	2.407193078e+03	1.355844245e+03
0.500	2.081932602e+06	2.431984028e+03	1.353585935e+03
0.517	2.102576909e+06	2.457322251e+03	1.351331387e+03
0.533	2.123186231e+06	2.483219003e+03	1.349080594e+03
0.550	2.143760612e+06	2.509685841e+03	1.346833550e+03
0.567	2.164300099e+06	2.536734634e+03	1.344590249e+03
0.583	2.184804735e+06	2.564377571e+03	1.342350684e+03
0.600	2.205274566e+06	2.592627166e+03	1.340114850e+03
0.617	2.225709635e+06	2.621496272e+03	1.337882739e+03
0.633	2.246109987e+06	2.650998087e+03	1.335654347e+03
0.650	2.266475665e+06	2.681146163e+03	1.333429666e+03
0.667	2.286806710e+06	2.711954418e+03	1.331208690e+03
0.683	2.307103167e+06	2.743437144e+03	1.328991414e+03
0.700	2.327365075e+06	2.775609017e+03	1.326777831e+03
0.717	2.347592478e+06	2.808485109e+03	1.324567935e+03
0.733	2.367785415e+06	2.842080899e+03	1.322361719e+03
0.750	2.387943926e+06	2.876412283e+03	1.320159179e+03
0.767	2.408068053e+06	2.911495584e+03	1.317960306e+03
0.783	2.428157833e+06	2.947347569e+03	1.315765097e+03
0.800	2.448213306e+06	2.983985457e+03	1.313573544e+03
0.817	2.468234510e+06	3.021426932e+03	1.311385641e+03
0.833	2.488221482e+06	3.059690160e+03	1.309201382e+03
0.850	2.508174260e+06	3.098793795e+03	1.307020761e+03
0.867	2.528092879e+06	3.138757002e+03	1.304843773e+03
0.884	2.547977376e+06	3.179599464e+03	1.302670410e+03
0.900	2.567827785e+06	3.221341400e+03	1.300500667e+03
0.917	2.587644141e+06	3.264003581e+03	1.298334539e+03
