0.000	2.732723599e+06
0.500	-1.219336638e+00
1.000	-1.389321528e+00
1.500	-1.526299196e+00
2.000	-1.682649254e+00
2.500	-1.763801372e+00
3.000	-1.857289072e+00
3.500	-1.840615765e+00
4.000	-1.868367053e+00
4.500	-1.872185654e+00
5.000	-1.883872246e+00
5.500	-1.917303520e+00
6.000	-1.936496810e+00
6.500	-1.974365792e+00
7.000	-1.987008210e+00
7.500	-2.013215827e+00
8.000	-2.025060255e+00
8.500	-1.509097939e+00
9.000	-1.581702571e+00
9.500	-1.622508176e+00
10.000	-1.711174609e+00
10.500	-1.755425061e+00
11.000	-1.836030250e+00
11.500	-1.894515255e+00
12.000	-1.942117051e+00
12.500	-2.012435574e+00
13.000	-2.037491289e+00
13.500	-2.091633023e+00
14.000	-2.141969134e+00
14.500	-2.089001042e+00
15.000	-2.095750862e+00
15.500	-2.118740481e+00
16.000	-2.133108255e+00
16.500	-2.149732706e+00
17.000	-2.157057717e+00
17.500	-2.177414427e+00
18.000	-2.217001781e+00
18.500	-2.255707351e+00
19.000	-1.933209475e+00
19.500	1.641980246e+08
20.000	-1.826478501e+00
20.500	-1.888022126e+00
21.000	-1.952542045e+00
21.500	-2.019274264e+00
22.000	-2.050654649e+00
22.500	-2.086116383e+00
23.000	-2.090241965e+00
23.500	-2.097177013e+00
24.000	-2.139550804e+00
24.500	-2.163403566e+00
25.000	-2.188363685e+00
25.500	-2.193945702e+00
26.000	-2.204121450e+00
26.500	-2.201100092e+00
27.000	-2.212864142e+00
27.500	-2.229807969e+00
28.000	-2.247703218e+00
28.500	-2.268254110e+00
29.000	-2.278007171e+00
29.500	-2.285027422e+00
30.000	-2.295400466e+00
30.500	-2.305827284e+00
31.000	-2.287440457e+00
31.500	-2.252466830e+00
32.000	-2.279782615e+00
32.500	-2.283916151e+00
33.000	-2.284642884e+00
33.500	-2.297257851e+00
34.000	-2.295811282e+00
34.500	-2.286870160e+00
35.000	-2.291931368e+00
35.500	-2.301200243e+00
36.000	-2.321382256e+00
36.500	-2.291947911e+00
37.000	-2.315751155e+00
37.500	-2.327189404e+00
38.000	-2.329331314e+00
38.500	-2.296450182e+00
39.000	-2.315692381e+00
39.500	-2.335733177e+00
40.000	-2.341816375e+00
40.500	-2.358679724e+00
41.000	-2.387267829e+00
41.500	-2.391779653e+00
42.000	-2.408763195e+00
42.500	-2.425787349e+00
43.000	-2.440838462e+00
43.500	-2.449283222e+00
44.000	-2.453587502e+00
44.500	-2.461662609e+00
45.000	-2.465921779e+00
45.500	-2.468080361e+00
46.000	-2.465902385e+00
46.500	-2.472110006e+00
47.000	-2.461880521e+00
47.500	-2.477701984e+00
48.000	-2.485023819e+00
48.500	-2.450412454e+00
49.000	-2.477460092e+00
49.500	-2.439754508e+00
50.000	-2.443079824e+00
50.500	-2.434210466e+00
51.000	-2.436023627e+00
51.500	-2.437999093e+00
52.000	-2.464315780e+00
52.500	-2.462244495e+00
53.000	-2.463094858e+00
53.500	-2.472588844e+00
54.000	-2.489989836e+00
54.500	-2.469828864e+00
55.000	-2.484950689e+00
55.500	-2.493916789e+00
56.000	-2.499968301e+00
56.500	-2.495690654e+00
57.000	-2.500317022e+00
57.500	-2.500272267e+00
58.000	-2.478178229e+00
58.500	-2.443069405e+00
59.000	-2.460312231e+00
59.500	-2.465299895e+00
60.000	-2.481574231e+00
60.500	-2.485121358e+00
61.000	-2.498523767e+00
61.500	-2.499714078e+00
62.000	-2.503437180e+00
62.500	-2.506986154e+00
63.000	-2.512140566e+00
63.500	-2.514877578e+00
64.000	-2.515623377e+00
64.500	-2.517817911e+00
65.000	-2.520479090e+00
65.500	-2.522141378e+00
66.000	-2.522479094e+00
66.500	-2.522614381e+00
67.000	-2.452665176e+00
67.500	-2.476732198e+00
68.000	-2.489138059e+00
68.500	-2.481466145e+00
69.000	-2.476500373e+00
69.500	-2.481411210e+00
70.000	-2.483687785e+00
70.500	-2.490090232e+00
71.000	-2.496725072e+00
71.500	-2.500341688e+00
72.000	-2.495981629e+00
72.500	-2.497938002e+00
73.000	-2.497626257e+00
73.500	-2.497988708e+00
74.000	-2.497961885e+00
74.500	-2.497870094e+00
75.000	-2.498070263e+00
75.500	-2.493176199e+00
76.000	-2.493650811e+00
76.500	-2.494903839e+00
77.000	-2.502367387e+00
77.500	-2.495427408e+00
78.000	-2.496162064e+00
78.500	-2.484138816e+00
79.000	-2.430533645e+00
79.500	-2.435571852e+00
80.000	-2.409259682e+00
80.500	-2.433279646e+00
81.000	-2.449679647e+00
81.500	-2.450885626e+00
82.000	-2.468928297e+00
82.500	-2.474302329e+00
83.000	-2.478502097e+00
83.500	-2.483794687e+00
84.000	-2.484609303e+00
84.500	-2.488132801e+00
85.000	-2.496343659e+00
85.500	-2.497830344e+00
86.000	-2.506643938e+00
86.500	-2.498091477e+00
87.000	-2.435014783e+00
87.500	-2.441527325e+00
88.000	-2.454728071e+00
88.500	-2.452192324e+00
89.000	-2.467789301e+00
89.500	-2.477181656e+00
90.000	-2.473423640e+00
90.500	-2.481948362e+00
91.000	-2.476821862e+00
91.500	-2.477160474e+00
92.000	-2.478460472e+00
92.500	-2.479654930e+00
93.000	-2.480899194e+00
93.500	-2.487951085e+00
94.000	-2.488600180e+00
94.500	-2.488863883e+00
95.000	-2.489720921e+00
95.500	-2.491246913e+00
96.000	-2.500545623e+00
96.500	-2.504485229e+00
97.000	-2.453816176e+00
97.500	-2.449590173e+00
98.000	-2.447299284e+00
98.500	-2.443569444e+00
99.000	-2.440722489e+00
99.500	-2.457676463e+00
100.000	-2.455411734e+00
100.500	-2.459834450e+00
101.000	-2.467742928e+00
101.500	-2.472558758e+00
102.000	-2.476911318e+00
102.500	-2.477532419e+00
103.000	-2.475123779e+00
103.500	-2.477609183e+00
104.000	-2.478591081e+00
104.500	-2.478414393e+00
105.000	-2.475301343e+00
105.500	-2.478867653e+00
106.000	-2.474639434e+00
106.500	-2.471782708e+00
107.000	-2.470313534e+00
107.500	-2.464037351e+00
108.000	-2.463770537e+00
108.500	-2.467678263e+00
109.000	-2.479433419e+00
109.500	-2.495989692e+00
110.000	-2.500744813e+00
110.500	-2.506326050e+00
111.000	-2.509574934e+00
111.500	-2.511773312e+00
112.000	-2.513966510e+00
112.500	-2.514720933e+00
113.000	-2.515628038e+00
113.500	-2.515746483e+00
114.000	-2.516606679e+00
114.500	-2.516886612e+00
115.000	-2.517461867e+00
115.500	-2.517284701e+00
116.000	-2.517587011e+00
116.500	-2.518355358e+00
117.000	-2.518951484e+00
117.500	-2.519117730e+00
118.000	-2.519186679e+00
118.500	-2.519217685e+00
119.000	-2.519354398e+00
119.500	-2.519742864e+00
120.000	-2.519802491e+00
120.500	-2.519827377e+00
121.000	-2.519854835e+00
121.500	-2.519852450e+00
122.000	-2.519687958e+00
122.500	-2.519808177e+00
123.000	-2.519878735e+00
123.500	-2.519867850e+00
124.000	-2.519945529e+00
124.500	-2.519718611e+00
125.000	-2.519619467e+00
125.500	-2.518978264e+00
126.000	-2.509554218e+00
126.500	-2.509853034e+00
127.000	-2.510252537e+00
127.500	-2.510319605e+00
128.000	-2.510293411e+00
128.500	-2.510265917e+00
129.000	-2.503801209e+00
129.500	-2.513172411e+00
130.000	-2.512181324e+00
130.500	-2.511826024e+00
131.000	-2.513480377e+00
131.500	-2.415689958e+00
132.000	-2.422543000e+00
132.500	-2.419425246e+00
133.000	-2.407348747e+00
133.500	-2.401339061e+00
134.000	-2.410829040e+00
134.500	-2.411589267e+00
135.000	-2.412496959e+00
135.500	-2.414051174e+00
136.000	-2.412899239e+00
136.500	-2.415410160e+00
137.000	-2.426189204e+00
137.500	-2.412155453e+00
138.000	-2.425932159e+00
138.500	-2.409712885e+00
139.000	-2.419150152e+00
139.500	-2.423992340e+00
140.000	-2.459210223e+00
140.500	-2.446502702e+00
141.000	-2.426477713e+00
141.500	-2.420843970e+00
142.000	-2.431848274e+00
142.500	-2.433552409e+00
143.000	-2.431933196e+00
143.500	-2.437825643e+00
144.000	-2.442567361e+00
144.500	-2.441419248e+00
145.000	-2.438878320e+00
145.500	-2.436961753e+00
146.000	-2.433615263e+00
146.500	-2.442609922e+00
147.000	-2.444546776e+00
147.500	-2.452870405e+00
148.000	-2.452982734e+00
148.500	-2.462988209e+00
149.000	-2.473749588e+00
149.500	-2.474122322e+00
150.000	-2.477760934e+00
150.500	-2.477910870e+00
151.000	-2.480346637e+00
151.500	-2.480820558e+00
152.000	-2.482593853e+00
152.500	-2.482545232e+00
153.000	-2.483423842e+00
153.500	-2.484018257e+00
154.000	-2.484520491e+00
154.500	-2.484669284e+00
155.000	-2.484914730e+00
155.500	-2.485037279e+00
156.000	-2.485087424e+00
156.500	-2.485215955e+00
157.000	-2.485740693e+00
157.500	-2.485779342e+00
