0.420	-1.614378724e-01	-7.599951650e-01	-5.541445899e-01	-2.243499096e-01
0.430	-2.381571684e-01	-8.103403027e-01	-5.545862191e-01	-2.143389430e-01
0.440	-3.185732091e-01	-8.474712847e-01	-5.520591403e-01	-2.053912827e-01
0.450	-4.022046108e-01	-8.716900122e-01	-5.464835246e-01	-1.976255536e-01
0.460	-4.885656223e-01	-8.836253918e-01	-5.379752890e-01	-1.909830186e-01
0.470	-5.770616200e-01	-8.844277519e-01	-5.268490834e-01	-1.852274192e-01
0.480	-6.668454589e-01	-8.760134015e-01	-5.135848814e-01	-1.799811324e-01
0.490	-7.566972782e-01	-8.612338619e-01	-4.987266499e-01	-1.748276657e-01
0.500	-8.450554091e-01	-8.437173665e-01	-4.827191938e-01	-1.694719783e-01
0.510	-9.302807857e-01	-8.272318276e-01	-4.657789225e-01	-1.638612280e-01
0.520	-1.011022798e+00	-8.148595631e-01	-4.479109931e-01	-1.581551472e-01
0.530	-1.086429645e+00	-8.085217143e-01	-4.290449213e-01	-1.525786572e-01
0.540	-1.156116765e+00	-8.090308170e-01	-4.091566557e-01	-1.472925294e-01
0.550	-1.220011245e+00	-8.164236147e-01	-3.883098125e-01	-1.423498041e-01
0.560	-1.278201066e+00	-8.302994646e-01	-3.666392945e-01	-1.377129955e-01
0.570	-1.330836519e+00	-8.500572376e-01	-3.443179826e-01	-1.332895848e-01
0.580	-1.378078499e+00	-8.750347943e-01	-3.215278774e-01	-1.289633488e-01
0.590	-1.420075860e+00	-9.045841819e-01	-2.984408833e-01	-1.246158771e-01
0.600	-1.456957629e+00	-9.381104079e-01	-2.752079721e-01	-1.201394197e-01
0.610	-1.488831689e+00	-9.750909565e-01	-2.519541957e-01	-1.154436117e-01
0.620	-1.515785629e+00	-1.015085349e+00	-2.287774022e-01	-1.104582760e-01
0.630	-1.537887884e+00	-1.057739403e+00	-2.057491229e-01	-1.051339014e-01
0.640	-1.555188558e+00	-1.102786266e+00	-1.829165728e-01	-9.944091284e-02
0.650	-1.567720157e+00	-1.150044711e+00	-1.603050004e-01	-9.336855056e-02
0.660	-1.575498944e+00	-1.199413994e+00	-1.379197959e-01	-8.692400628e-02
0.670	-1.578528258e+00	-1.250863320e+00	-1.157478652e-01	-8.013235565e-02
0.680	-1.576805714e+00	-1.304412546e+00	-9.375790414e-02	-7.303769948e-02
0.690	-1.570336739e+00	-1.360099471e+00	-7.189949635e-02	-6.570561562e-02
0.700	-1.559156704e+00	-1.417929166e+00	-5.010163508e-02	-5.822629475e-02
0.710	-1.543361684e+00	-1.477804856e+00	-2.827252847e-02	-5.071638270e-02
0.720	-1.523142140e+00	-1.539451026e+00	-6.304042068e-03	-4.331591516e-02
0.730	-1.498805414e+00	-1.602356079e+00	1.591568402e-02	-3.617641922e-02
0.740	-1.470768680e+00	-1.665771098e+00	3.848133754e-02	-2.943969721e-02
0.750	-1.439513653e+00	-1.728783214e+00	6.144775439e-02	-2.321368197e-02
0.760	-1.405517006e+00	-1.790438404e+00	8.481572066e-02	-1.755597233e-02
0.770	-1.369186251e+00	-1.849857032e+00	1.085318892e-01	-1.247135370e-02
0.780	-1.330824021e+00	-1.906297681e+00	1.324994342e-01	-7.920549309e-03
0.790	-1.290623461e+00	-1.959163393e+00	1.565915656e-01	-3.832607085e-03
0.800	-1.248683511e+00	-2.007971289e+00	1.806620738e-01	-1.150440924e-04
0.810	-1.205031287e+00	-2.052309769e+00	2.045511907e-01	3.340184553e-03
0.820	-1.159643735e+00	-2.091798380e+00	2.280876131e-01	6.654265995e-03
0.830	-1.112465654e+00	-2.126056254e+00	2.510882285e-01	9.961289936e-03
0.840	-1.063424109e+00	-2.154679860e+00	2.733568524e-01	1.340898409e-02
0.850	-1.012440412e+00	-2.177228955e+00	2.946828994e-01	1.715956621e-02
0.860	-9.594410419e-01	-2.193219478e+00	3.148406429e-01	2.139009818e-02
0.870	-9.043687677e-01	-2.202122632e+00	3.335896072e-01	2.629183009e-02
0.880	-8.471949692e-01	-2.203369928e+00	3.506766317e-01	3.206802456e-02
0.890	-7.879338314e-01	-2.196364309e+00	3.658401963e-01	3.892970505e-02
0.900	-7.266587306e-01	-2.180497528e+00	3.788176388e-01	4.708872927e-02
0.910	-6.635206469e-01	-2.155173610e+00	3.893558786e-01	5.674759998e-02
0.920	-5.987678464e-01	-2.119837504e+00	3.972261265e-01	6.808554518e-02
0.930	-5.327653960e-01	-2.074006828e+00	4.022427505e-01	8.124068335e-02
0.940	-4.660124092e-01	-2.017303228e+00	4.042859372e-01	9.628858263e-02
0.950	-3.991544579e-01	-1.949478362e+00	4.033270265e-01	1.132182415e-01
0.960	-3.329885773e-01	-1.870428327e+00	3.994544728e-01	1.319074092e-01
0.970	-2.684589993e-01	-1.780189897e+00	3.928974655e-01	1.521000627e-01
0.980	-2.066433574e-01	-1.678912292e+00	3.840436635e-01	1.733894513e-01
0.990	-1.487316086e-01	-1.566799442e+00	3.734476411e-01	1.952100259e-01
1.000	-9.600304803e-02	-1.444018989e+00	3.618277755e-01	2.168405192e-01
1.010	-4.981008768e-02	-1.310574419e+00	3.500511454e-01	2.374186955e-01
1.020	-1.158031473e-02	-1.166134050e+00	3.391072238e-01	2.559671614e-01
1.030	1.715041573e-02	-1.009804667e+00	3.300681792e-01	2.714326603e-01
1.040	3.466675975e-02	-8.398358406e-01	3.240170296e-01	2.827578624e-01
1.050	3.899820102e-02	-6.532933245e-01	3.218667258e-01	2.890627558e-01
1.060	2.808540305e-02	-4.461037149e-01	3.238236618e-01	2.901818086e-01
1.070	1.282923629e-03	-2.154684797e-01	3.280527232e-01	2.879970053e-01
1.080	-3.581303698e-02	3.137057700e-02	3.299158413e-01	2.871850551e-01
1.090	-6.926518314e-02	2.725841129e-01	3.275266849e-01	2.896316393e-01
1.100	-8.842025873e-02	4.921539123e-01	3.251926482e-01	2.909816701e-01
1.110	-9.141083931e-02	6.890474842e-01	3.264184961e-01	2.876671941e-01
1.120	-7.990810947e-02	8.672668746e-01	3.318527874e-01	2.789839219e-01
1.130	-5.599008681e-02	1.030385663e+00	3.408357850e-01	2.655470216e-01
1.140	-2.150543751e-02	1.180693876e+00	3.523177320e-01	2.483711030e-01
1.150	2.191652691e-02	1.319436322e+00	3.651805877e-01	2.285469130e-01
1.160	7.278227530e-02	1.447142692e+00	3.783530209e-01	2.071257208e-01
1.170	1.296824454e-01	1.563894117e+00	3.908654592e-01	1.850643587e-01
1.180	1.912777571e-01	1.669526399e+00	4.018857311e-01	1.631900356e-01
1.190	2.563105066e-01	1.763784102e+00	4.107428580e-01	1.421770458e-01
1.200	3.236285065e-01	1.846433796e+00	4.169384312e-01	1.225356856e-01
1.210	3.922106534e-01	1.917340375e+00	4.201449488e-01	1.046138367e-01
1.220	4.611866548e-01	1.976509640e+00	4.201925331e-01	8.860973763e-02
1.230	5.298470006e-01	2.024101642e+00	4.170472116e-01	7.459279824e-02
1.240	5.976423867e-01	2.060420992e+00	4.107846715e-01	6.252867188e-02
1.250	6.641740410e-01	2.085891367e+00	4.015631246e-01	5.230510081e-02
1.260	7.291776114e-01	2.101021387e+00	3.895980752e-01	4.375590154e-02
1.270	7.925035557e-01	2.106368026e+00	3.751407554e-01	3.668145178e-02
1.280	8.540966004e-01	2.102502182e+00	3.584610702e-01	3.086492108e-02
1.290	9.139760844e-01	2.089979393e+00	3.398352073e-01	2.608413324e-02
1.300	9.722181241e-01	2.069317425e+00	3.195376495e-01	2.211933767e-02
1.310	1.028939631e+00	2.040981737e+00	2.978371384e-01	1.875733620e-02
1.320	1.084283267e+00	2.005379990e+00	2.749961217e-01	1.579242631e-02
1.330	1.138401333e+00	1.962867863e+00	2.512732530e-01	1.302458534e-02
1.340	1.191435131e+00	1.913770843e+00	2.269284221e-01	1.025541293e-02
1.350	1.243484553e+00	1.858430044e+00	2.022291942e-01	7.282925964e-03
1.360	1.294561353e+00	1.797282930e+00	1.774557558e-01	3.898006462e-03
1.370	1.344522123e+00	1.730985305e+00	1.528977855e-01	-1.112026580e-04
1.380	1.392991070e+00	1.660554559e+00	1.288322629e-01	-4.936590748e-03
1.390	1.439314101e+00	1.587454146e+00	1.054736788e-01	-1.070152843e-02
1.400	1.482613180e+00	1.513487179e+00	8.291017840e-02	-1.740093556e-02
1.410	1.521969737e+00	1.440445828e+00	6.107164527e-02	-2.487573213e-02
1.420	1.556647751e+00	1.369692170e+00	3.976702853e-02	-3.285685406e-02
1.430	1.586213979e+00	1.301946053e+00	1.876531144e-02	-4.105051353e-02
1.440	1.610513547e+00	1.237355934e+00	-2.139096095e-03	-4.920436032e-02
1.450	1.629571087e+00	1.175711166e+00	-2.310218319e-02	-5.712978260e-02
1.460	1.643494283e+00	1.116644718e+00	-4.423447578e-02	-6.469478893e-02
1.470	1.652410090e+00	1.059768544e+00	-6.561396296e-02	-7.180807861e-02
1.480	1.656431622e+00	1.004747240e+00	-8.729736821e-02	-7.840519957e-02
1.490	1.655644901e+00	9.513322989e-01	-1.093269883e-01	-8.443964369e-02
1.500	1.650106326e+00	8.993754558e-01	-1.317335081e-01	-8.987839087e-02
1.510	1.639845204e+00	8.488323286e-01	-1.545358895e-01	-9.470068950e-02
1.520	1.624868237e+00	7.997622733e-01	-1.777392938e-01	-9.889901408e-02
1.530	1.605164324e+00	7.523272258e-01	-2.013317247e-01	-1.024814318e-01
1.540	1.580708744e+00	7.067906943e-01	-2.252798848e-01	-1.054748297e-01
1.550	1.551466104e+00	6.635172902e-01	-2.495246247e-01	-1.079285806e-01
1.560	1.517391484e+00	6.229728894e-01	-2.739763265e-01	-1.099182760e-01
1.570	1.478429195e+00	5.857254992e-01	-2.985105668e-01	-1.115491567e-01
1.580	1.434508497e+00	5.524470597e-01	-3.229644555e-01	-1.129588189e-01
1.590	1.385535561e+00	5.239166582e-01	-3.471341578e-01	-1.143186563e-01
1.600	1.331380936e+00	5.010258401e-01	-3.707743735e-01	-1.158332111e-01
1.610	1.271862048e+00	4.847864888e-01	-3.936011350e-01	-1.177359886e-01
1.620	1.206721124e+00	4.763401418e-01	-4.153006162e-01	-1.202789060e-01
1.630	1.135601752e+00	4.769619327e-01	-4.355495030e-01	-1.237096129e-01
1.640	1.058035547e+00	4.880356045e-01	-4.540581556e-01	-1.282251599e-01
1.650	9.734724276e-01	5.109314798e-01	-4.706567747e-01	-1.338814910e-01
1.660	8.814386244e-01	5.466192589e-01	-4.854475899e-01	-1.404357816e-01
1.670	7.819747079e-01	5.947179256e-01	-4.989901396e-01	-1.471561486e-01
1.680	6.763995052e-01	6.519174993e-01	-5.122616380e-01	-1.528623309e-01
1.690	5.677439876e-01	7.111375042e-01	-5.259606177e-01	-1.566385168e-01
1.700	4.597141077e-01	7.637474296e-01	-5.395993704e-01	-1.587731880e-01
1.710	3.549398201e-01	8.032990764e-01	-5.517205993e-01	-1.605701369e-01
1.720	2.545012234e-01	8.266883409e-01	-5.608842675e-01	-1.633670881e-01
1.730	1.585672435e-01	8.330148674e-01	-5.661775187e-01	-1.680159677e-01
1.740	6.704440690e-02	8.223556415e-01	-5.672013895e-01	-1.748845662e-01
1.750	-2.009044179e-02	7.951326802e-01	-5.639306275e-01	-1.839884901e-01
1.760	-1.026688230e-01	7.518757485e-01	-5.566085984e-01	-1.950912250e-01
1.770	-1.803063968e-01	6.931476110e-01	-5.456872509e-01	-2.077610908e-01
1.780	-2.524190699e-01	6.195115300e-01	-5.317907168e-01	-2.214055877e-01
1.790	-3.182555353e-01	5.314906645e-01	-5.156847722e-01	-2.353004415e-01
1.800	-3.769354923e-01	4.295022627e-01	-4.982415363e-01	-2.486238623e-01
1.810	-4.274890452e-01	3.137677958e-01	-4.803927985e-01	-2.605027877e-01
1.820	-4.689020207e-01	1.842198352e-01	-4.630639153e-01	-2.700795439e-01
1.830	-5.001972287e-01	4.047114196e-02	-4.470699821e-01	-2.766177752e-01
1.840	-5.206482345e-01	-1.179678522e-01	-4.329371421e-01	-2.796853759e-01
1.850	-5.303487737e-01	-2.907891011e-01	-4.206252273e-01	-2.794381507e-01
1.860	-5.313352491e-01	-4.748618867e-01	-4.093515071e-01	-2.768011510e-01
1.870	-5.284185107e-01	-6.625148853e-01	-3.981524473e-01	-2.729011679e-01
1.880	-5.275422583e-01	-8.441691502e-01	-3.869960471e-01	-2.679306676e-01
1.890	-5.326767935e-01	-1.013648159e+00	-3.766451384e-01	-2.612585260e-01
1.900	-5.450686847e-01	-1.169280225e+00	-3.676355026e-01	-2.524452903e-01
1.910	-5.643925102e-01	-1.311729678e+00	-3.599616829e-01	-2.415660667e-01
1.920	-5.897495568e-01	-1.442269134e+00	-3.532853711e-01	-2.290127105e-01
1.930	-6.201156044e-01	-1.562099893e+00	-3.471517986e-01	-2.152848231e-01
1.940	-6.544938706e-01	-1.672194734e+00	-3.411077774e-01	-2.008761269e-01
1.950	-6.919582957e-01	-1.773314989e+00	-3.347545104e-01	-1.862241674e-01
1.960	-7.316624302e-01	-1.866067914e+00	-3.277678123e-01	-1.716914547e-01
1.970	-7.728391369e-01	-1.950962317e+00	-3.199026220e-01	-1.575616045e-01
1.980	-8.147983662e-01	-2.028451895e+00	-3.109895646e-01	-1.440429771e-01
1.990	-8.569245003e-01	-2.098965403e+00	-3.009272752e-01	-1.312762597e-01
2.000	-8.986732043e-01	-2.162925567e+00	-2.896725228e-01	-1.193440652e-01
2.010	-9.395675329e-01	-2.220759121e+00	-2.772294451e-01	-1.082813167e-01
2.020	-9.791932124e-01	-2.272900312e+00	-2.636388184e-01	-9.808555562e-02
2.030	-1.017193224e+00	-2.319789831e+00	-2.489680158e-01	-8.872656923e-02
2.040	-1.053261951e+00	-2.361870821e+00	-2.333020799e-01	-8.015494440e-02
2.050	-1.087139197e+00	-2.399583200e+00	-2.167361434e-01	-7.230933735e-02
2.060	-1.118604369e+00	-2.433357246e+00	-1.993692812e-01	-6.512238990e-02
2.070	-1.147471068e+00	-2.463607062e+00	-1.812997612e-01	-5.852532863e-02
2.080	-1.173582227e+00	-2.490724341e+00	-1.626215921e-01	-5.245135015e-02
2.090	-1.196805903e+00	-2.515072656e+00	-1.434222216e-01	-4.683793302e-02
2.100	-1.217031713e+00	-2.536982392e+00	-1.237812258e-01	-4.162823006e-02
2.110	-1.234167891e+00	-2.556746357e+00	-1.037698281e-01	-3.677169309e-02
2.120	-1.248138876e+00	-2.574616066e+00	-8.345110062e-02	-3.222407035e-02
2.130	-1.258883336e+00	-2.590798665e+00	-6.288071360e-02	-2.794690037e-02
2.140	-1.266352538e+00	-2.605454451e+00	-4.210811988e-02	-2.390660846e-02
2.150	-1.270508934e+00	-2.618694967e+00	-2.117807607e-02	-2.007329510e-02
2.160	-1.271324927e+00	-2.630581595e+00	-1.324193869e-04	-1.641929009e-02
2.170	-1.268781713e+00	-2.641124620e+00	2.098796903e-02	-1.291753459e-02
2.180	-1.262868219e+00	-2.650282716e+00	4.214107337e-02	-9.539843798e-03
2.190	-1.253580107e+00	-2.657962789e+00	6.328157746e-02	-6.255096709e-03
2.200	-1.240918906e+00	-2.664020148e+00	8.435867323e-02	-3.027397067e-03
2.210	-1.224891347e+00	-2.668258974e+00	1.053138926e-01	1.857503717e-04
2.220	-1.205509000e+00	-2.670433079e+00	1.260790160e-01	3.435199676e-03
2.230	-1.182788367e+00	-2.670247001e+00	1.465741201e-01	6.781802663e-03
2.240	-1.156751586e+00	-2.667357534e+00	1.667058411e-01	1.029785603e-02
2.250	-1.127427946e+00	-2.661375855e+00	1.863659535e-01	1.406826548e-02
2.260	-1.094856411e+00	-2.651870484e+00	2.054303933e-01	1.819130759e-02
2.270	-1.059089379e+00	-2.638371400e+00	2.237588939e-01	2.277883400e-02
2.280	-1.020197849e+00	-2.620375688e+00	2.411954524e-01	2.795571815e-02
2.290	-9.782781750e-01	-2.597355095e+00	2.575698948e-01	3.385829558e-02
2.300	-9.334604704e-01	-2.568765868e+00	2.727008611e-01	4.063149886e-02
2.310	-8.859186046e-01	-2.534061073e+00	2.864005743e-01	4.842434889e-02
2.320	-8.358815545e-01	-2.492705362e+00	2.984817642e-01	5.738344970e-02
2.330	-7.836456089e-01	-2.444191743e+00	3.087670801e-01	6.764416677e-02
2.340	-7.295866465e-01	-2.388059336e+00	3.171012055e-01	7.931927616e-02
2.350	-6.741714150e-01	-2.323910460e+00	3.233656551e-01	9.248508286e-02
2.360	-6.179665340e-01	-2.251424608e+00	3.274958786e-01	1.071653419e-01
2.370	-5.616439117e-01	-2.170366238e+00	3.294998194e-01	1.233137676e-01
2.380	-5.059815430e-01	-2.080582764e+00	3.294765419e-01	1.407964306e-01
2.390	-4.518593445e-01	-1.981988923e+00	3.276330876e-01	1.593757896e-01
2.400	-4.002508518e-01	-1.874533736e+00	3.242975144e-01	1.786983165e-01
2.410	-3.522132229e-01	-1.758146328e+00	3.199262925e-01	1.982874779e-01
2.420	-3.088799490e-01	-1.632656490e+00	3.151048521e-01	2.175432481e-01
2.430	-2.714627528e-01	-1.497684178e+00	3.105406688e-01	2.357487662e-01
2.440	-2.412709176e-01	-1.352488501e+00	3.070474630e-01	2.520855793e-01
2.450	-2.197559392e-01	-1.195762838e+00	3.055131118e-01	2.656648418e-01
2.460	-2.085780870e-01	-1.025372612e+00	3.068219183e-01	2.756036350e-01
2.470	-2.096268998e-01	-8.381322429e-01	3.116328492e-01	2.812440895e-01
2.480	-2.246316578e-01	-6.302480275e-01	3.197471057e-01	2.827797879e-01
2.490	-2.530763103e-01	-4.008344573e-01	3.288474848e-01	2.825016479e-01
2.500	-2.875033493e-01	-1.605901299e-01	3.349368784e-01	2.843322025e-01
2.510	-3.146892086e-01	6.964939040e-02	3.380596950e-01	2.880929205e-01
2.520	-3.267468334e-01	2.784543482e-01	3.424398484e-01	2.894082353e-01
2.530	-3.229127113e-01	4.662724167e-01	3.505841034e-01	2.856464036e-01
2.540	-3.048418287e-01	6.366213874e-01	3.627003923e-01	2.765065795e-01
2.550	-2.744219923e-01	7.923381280e-01	3.780084278e-01	2.626985116e-01
2.560	-2.333649479e-01	9.350900245e-01	3.954123682e-01	2.452618650e-01
2.570	-1.832266746e-01	1.065617448e+00	4.137466412e-01	2.253160054e-01
2.580	-1.254669011e-01	1.184033828e+00	4.318781948e-01	2.039558843e-01
2.590	-6.147557843e-02	1.290075662e+00	4.487667026e-01	1.821914958e-01
2.600	7.434777238e-03	1.383299395e+00	4.635087523e-01	1.609041674e-01
2.610	8.005816352e-02	1.463231111e+00	4.753686836e-01	1.408164997e-01
2.620	1.553319432e-01	1.529471217e+00	4.837940050e-01	1.224776436e-01
2.630	2.323705671e-01	1.581754969e+00	4.884148533e-01	1.062642095e-01
2.640	3.104894550e-01	1.619971498e+00	4.890298606e-01	9.239436057e-02
2.650	3.892167284e-01	1.644147150e+00	4.855830049e-01	8.095057841e-02
2.660	4.682941158e-01	1.654401451e+00	4.781370225e-01	7.190570820e-02
2.670	5.476705061e-01	1.650885108e+00	4.668491070e-01	6.514682312e-02
2.680	6.274918476e-01	1.633709800e+00	4.519547097e-01	6.049141256e-02
2.690	7.080886115e-01	1.602881592e+00	4.337663593e-01	5.768935915e-02
2.700	7.899543518e-01	1.558260274e+00	4.126977664e-01	5.640094491e-02
2.710	8.736887374e-01	1.499601280e+00	3.893293211e-01	5.613550643e-02
2.720	9.598306980e-01	1.426825419e+00	3.645310221e-01	5.613565508e-02
2.730	1.048430969e+00	1.340806462e+00	3.396058728e-01	5.524451028e-02
2.740	1.138276153e+00	1.244838736e+00	3.162001390e-01	5.200640119e-02
2.750	1.226390553e+00	1.145544345e+00	2.955363700e-01	4.543266204e-02
2.760	1.309165378e+00	1.050577061e+00	2.774573532e-01	3.592930195e-02
2.770	1.384363416e+00	9.646462916e-01	2.607761814e-01	2.490369443e-02
2.780	1.451554977e+00	8.886918647e-01	2.443895428e-01	1.362702147e-02
2.790	1.511271242e+00	8.216078766e-01	2.277061135e-01	2.808047798e-03
2.800	1.564280223e+00	7.617159483e-01	2.105160642e-01	-7.263850403e-03
2.810	1.611283697e+00	7.073952762e-01	1.927982789e-01	-1.651425993e-02
2.820	1.652841100e+00	6.572552725e-01	1.746040291e-01	-2.495918983e-02
2.830	1.689373069e+00	6.101446025e-01	1.560010834e-01	-3.264379288e-02
2.840	1.721184639e+00	5.651172355e-01	1.370495153e-01	-3.961465188e-02
2.850	1.748488995e+00	5.213948205e-01	1.177923598e-01	-4.590807737e-02
2.860	1.771427106e+00	4.783357086e-01	9.825299856e-02	-5.154585490e-02
2.870	1.790083045e+00	4.354119028e-01	7.843558457e-02	-5.653448354e-02
2.880	1.804495901e+00	3.921928428e-01	5.832687635e-02	-6.086610723e-02
2.890	1.814669276e+00	3.483346201e-01	3.789878625e-02	-6.452033901e-02
2.900	1.820579247e+00	3.035734317e-01	1.711137747e-02	-6.746664163e-02
2.910	1.822181434e+00	2.577223695e-01	-4.083762619e-03	-6.966714339e-02
2.920	1.819417692e+00	2.106708676e-01	-2.573976394e-02	-7.107986199e-02
2.930	1.812222757e+00	1.623862618e-01	-4.791030035e-02	-7.166233812e-02
2.940	1.800531064e+00	1.129169725e-01	-7.064498731e-02	-7.137567143e-02
2.950	1.784283810e+00	6.239680196e-02	-9.398437750e-02	-7.018891562e-02
2.960	1.763436172e+00	1.104976796e-02	-1.179546405e-01	-6.808373632e-02
2.970	1.737964467e+00	-4.080520983e-02	-1.425620808e-01	-6.505917412e-02
2.980	1.707872832e+00	-9.275056618e-02	-1.677877179e-01	-6.113629626e-02
2.990	1.673198892e+00	-1.442681687e-01	-1.935822038e-01	-5.636247854e-02
3.000	1.634017709e+00	-1.947401123e-01	-2.198613805e-01	-5.081504604e-02
3.010	1.590443269e+00	-2.434530219e-01	-2.465027659e-01	-4.460402777e-02
3.020	1.542626725e+00	-2.896063985e-01	-2.733432000e-01	-3.787384774e-02
3.030	1.490750730e+00	-3.323250863e-01	-3.001777833e-01	-3.080387857e-02
3.040	1.435019362e+00	-3.706752815e-01	-3.267601069e-01	-2.360791151e-02
3.050	1.375643418e+00	-4.036826368e-01	-3.528036152e-01	-1.653273836e-02
3.060	1.312821115e+00	-4.303500000e-01	-3.779837663e-01	-9.856187121e-03
3.070	1.246714440e+00	-4.496712079e-01	-4.019404706e-01	-3.885095363e-03
3.080	1.177421367e+00	-4.606362135e-01	-4.242801296e-01	1.046180502e-03
3.090	1.104943678e+00	-4.622216110e-01	-4.445765269e-01	4.576099323e-03
3.100	1.029148967e+00	-4.533590962e-01	-4.623699985e-01	6.314709278e-03
3.110	9.497231829e-01	-4.328719112e-01	-4.771650834e-01	5.841270404e-03
3.120	8.661062892e-01	-3.993646607e-01	-4.884291710e-01	2.703506752e-03
3.130	7.773978561e-01	-3.510437508e-01	-4.956014696e-01	-3.571829350e-03
3.140	6.822131064e-01	-2.854366149e-01	-4.981427063e-01	-1.342611156e-02
3.150	5.784796911e-01	-1.990001240e-01	-4.957252311e-01	-2.707311806e-02
3.160	4.633008229e-01	-8.687661916e-02	-4.888872552e-01	-4.383542111e-02
3.170	3.338224766e-01	5.535128968e-02	-4.809410531e-01	-6.022367822e-02
3.180	1.921871783e-01	2.218631526e-01	-4.802011081e-01	-6.770991383e-02
3.190	5.118972914e-02	3.855052829e-01	-4.921069093e-01	-6.066967035e-02
3.200	-7.782720975e-02	5.218861510e-01	-5.094601769e-01	-4.623404134e-02
3.210	-1.940595846e-01	6.275516329e-01	-5.244070028e-01	-3.228820668e-02
3.220	-3.005048820e-01	7.068342395e-01	-5.340111335e-01	-2.183313883e-02
3.230	-3.999161574e-01	7.639087939e-01	-5.377204246e-01	-1.549093854e-02
3.240	-4.942231416e-01	8.016628452e-01	-5.357318589e-01	-1.313422878e-02
3.250	-5.846805901e-01	8.220219585e-01	-5.284509075e-01	-1.442708100e-02
3.260	-6.720427360e-01	8.263443803e-01	-5.163383361e-01	-1.897934819e-02
3.270	-7.566820533e-01	8.157073442e-01	-4.998757148e-01	-2.638191153e-02
3.280	-8.386678584e-01	7.910971509e-01	-4.795649690e-01	-3.620719534e-02
3.290	-9.178250231e-01	7.535269168e-01	-4.559342706e-01	-4.800260029e-02
3.300	-9.937860043e-01	7.040977732e-01	-4.295406149e-01	-6.128659566e-02
